P1	P2	P3	P4	path	fa	ncbi.path	ucsc.path
Bacteria	Firmicutes	Bacilli	Lactobacillus fermentum CECT 5716	genomes/Bacteria/Lact_ferm_CECT_5716/	Lact_ferm_CECT_5716	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/515/GCA_000210515.1_ASM21051v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus fermentum F-6	genomes/Bacteria/Lact_ferm_F_6/	Lact_ferm_F_6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/397/165/GCA_000397165.1_ASM39716v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus fermentum IFO 3956	genomes/Bacteria/Lact_ferm_IFO_3956/	Lact_ferm_IFO_3956	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/145/GCA_000010145.1_ASM1014v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus gasseri ATCC 33323 JCM 1131	genomes/Bacteria/Lact_gass_ATCC_33323_JCM_1131/	Lact_gass_ATCC_33323_JCM_1131	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/425/GCA_000014425.1_ASM1442v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus helveticus CNRZ32	genomes/Bacteria/Lact_helv_CNRZ32/	Lact_helv_CNRZ32	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/165/GCA_000422165.1_ASM42216v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus helveticus DPC 4571	genomes/Bacteria/Lact_helv_DPC_4571/	Lact_helv_DPC_4571	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/385/GCA_000015385.1_ASM1538v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus helveticus H10	genomes/Bacteria/Lact_helv_H10/	Lact_helv_H10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/189/515/GCA_000189515.1_ASM18951v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus helveticus H9	genomes/Bacteria/Lact_helv_H9/	Lact_helv_H9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/715/GCA_000525715.1_ASM52571v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus helveticus KLDS1.8701	genomes/Bacteria/Lact_helv_KLDS1_8701/	Lact_helv_KLDS1_8701	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/961/015/GCA_000961015.1_ASM96101v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus helveticus R0052	genomes/Bacteria/Lact_helv_R0052/	Lact_helv_R0052	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/775/GCA_000165775.3_ASM16577v3	none
Bacteria	Firmicutes	Bacilli	Lactobacillus hokkaidonensis LOOC260	genomes/Bacteria/Lact_hokk_LOOC260/	Lact_hokk_LOOC260	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/395/GCA_000829395.1_ASM82939v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus johnsonii DPC 6026	genomes/Bacteria/Lact_john_DPC_6026/	Lact_john_DPC_6026	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/985/GCA_000204985.1_ASM20498v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus johnsonii FI9785	genomes/Bacteria/Lact_john_FI9785/	Lact_john_FI9785	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/405/GCA_000091405.1_ASM9140v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus johnsonii N6.2	genomes/Bacteria/Lact_john_N6_2/	Lact_john_N6_2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/498/675/GCA_000498675.1_ASM49867v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus johnsonii NCC 533	genomes/Bacteria/Lact_john_NCC_533/	Lact_john_NCC_533	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/065/GCA_000008065.1_ASM806v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus kefiranofaciens ZW3	genomes/Bacteria/Lact_kefi_ZW3/	Lact_kefi_ZW3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/785/GCA_000214785.1_ASM21478v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus mucosae LM1	genomes/Bacteria/Lact_muco_LM1/	Lact_muco_LM1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/248/095/GCA_000248095.3_ASM24809v3	none
Bacteria	Firmicutes	Bacilli	Lactobacillus paracasei N1115	genomes/Bacteria/Lact_para_N1115/	Lact_para_N1115	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/582/665/GCA_000582665.1_ASM58266v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus paracasei subsp. paracasei 8700 2	genomes/Bacteria/Lact_para_paracasei_8700_2/	Lact_para_paracasei_8700_2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/515/GCA_000155515.2_ASM15551v2	none
Bacteria	Firmicutes	Bacilli	Lactobacillus paracasei subsp. paracasei JCM 8130	genomes/Bacteria/Lact_para_paracasei_JCM_8130/	Lact_para_paracasei_JCM_8130	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/035/GCA_000829035.1_ASM82903v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus plantarum 16	genomes/Bacteria/Lact_plan_16/	Lact_plan_16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/205/GCA_000412205.1_ASM41220v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus plantarum B21	genomes/Bacteria/Lact_plan_B21/	Lact_plan_B21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/931/425/GCA_000931425.1_ASM93142v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus plantarum JDM1	genomes/Bacteria/Lact_plan_JDM1/	Lact_plan_JDM1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/085/GCA_000023085.1_ASM2308v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus plantarum subsp. plantarum P-8	genomes/Bacteria/Lact_plan_plantarum_P_8/	Lact_plan_plantarum_P_8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/485/GCA_000392485.2_ASM39248v2	none
Bacteria	Firmicutes	Bacilli	Lactobacillus plantarum subsp. plantarum ST-III	genomes/Bacteria/Lact_plan_plantarum_ST_III/	Lact_plan_plantarum_ST_III	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/815/GCA_000148815.2_ASM14881v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus plantarum WCFS1	genomes/Bacteria/Lact_plan_WCFS1/	Lact_plan_WCFS1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/855/GCA_000203855.3_ASM20385v3	none
Bacteria	Firmicutes	Bacilli	Lactobacillus plantarum ZJ316	genomes/Bacteria/Lact_plan_ZJ316/	Lact_plan_ZJ316	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/115/GCA_000338115.2_ASM33811v2	none
Bacteria	Firmicutes	Bacilli	Lactobacillus reuteri DSM 20016	genomes/Bacteria/Lact_reut_DSM_20016/	Lact_reut_DSM_20016	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/825/GCA_000016825.1_ASM1682v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus reuteri I5007	genomes/Bacteria/Lact_reut_I5007/	Lact_reut_I5007	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/410/995/GCA_000410995.1_ASM41099v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus reuteri JCM 1112	genomes/Bacteria/Lact_reut_JCM_1112/	Lact_reut_JCM_1112	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/005/GCA_000010005.1_ASM1000v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus reuteri SD2112	genomes/Bacteria/Lact_reut_SD2112/	Lact_reut_SD2112	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/455/GCA_000159455.2_ASM15945v2	none
Bacteria	Firmicutes	Bacilli	Lactobacillus reuteri TD1	genomes/Bacteria/Lact_reut_TD1/	Lact_reut_TD1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/275/GCA_000439275.1_ASM43927v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus rhamnosus ATCC 8530	genomes/Bacteria/Lact_rham_ATCC_8530/	Lact_rham_ATCC_8530	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/233/755/GCA_000233755.1_ASM23375v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus rhamnosus GG ATCC 53103	genomes/Bacteria/Lact_rham_GG_ATCC_53103/	Lact_rham_GG_ATCC_53103	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/045/GCA_000011045.1_ASM1104v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus rhamnosus GG GG ATCC 53103	genomes/Bacteria/Lact_rham_GG_GG_ATCC_53103/	Lact_rham_GG_GG_ATCC_53103	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/505/GCA_000026505.1_ASM2650v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus rhamnosus Lc 705	genomes/Bacteria/Lact_rham_Lc_705/	Lact_rham_Lc_705	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/525/GCA_000026525.1_ASM2652v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus rhamnosus LOCK900	genomes/Bacteria/Lact_rham_LOCK900/	Lact_rham_LOCK900	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/475/GCA_000418475.1_ASM41847v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus rhamnosus LOCK908	genomes/Bacteria/Lact_rham_LOCK908/	Lact_rham_LOCK908	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/495/GCA_000418495.1_ASM41849v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus ruminis ATCC 27782	genomes/Bacteria/Lact_rumi_ATCC_27782/	Lact_rumi_ATCC_27782	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/985/GCA_000224985.1_ASM22498v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus sakei subsp. sakei 23K	genomes/Bacteria/Lact_sake_sakei_23K/	Lact_sake_sakei_23K	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/065/GCA_000026065.1_ASM2606v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus salivarius CECT 5713	genomes/Bacteria/Lact_sali_CECT_5713/	Lact_sali_CECT_5713	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/435/GCA_000143435.1_ASM14343v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus salivarius JCM1046	genomes/Bacteria/Lact_sali_JCM1046/	Lact_sali_JCM1046	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/758/365/GCA_000758365.1_ASM75836v1	none
Bacteria	Firmicutes	Lactobacillales	Lactobacillus salivarius UCC118	genomes/Bacteria/Lact_sali_UCC118/	Lact_sali_UCC118	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/925/GCA_000008925.1_ASM892v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus sanfranciscensis TMW 1.1304	genomes/Bacteria/Lact_sanf_TMW_1_1304/	Lact_sanf_TMW_1_1304	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/325/GCA_000225325.1_ASM22532v1	none
Bacteria	Firmicutes	Bacilli	Lactobacillus sp. wkB8	genomes/Bacteria/Lact_wkB8/	Lact_wkB8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/761/135/GCA_000761135.1_ASM76113v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus garvieae ATCC 49156	genomes/Bacteria/Lact_garv_ATCC_49156/	Lact_garv_ATCC_49156	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/925/GCA_000269925.1_ASM26992v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus garvieae Lg2	genomes/Bacteria/Lact_garv_Lg2/	Lact_garv_Lg2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/945/GCA_000269945.1_ASM26994v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis AI06	genomes/Bacteria/Lact_lact_AI06/	Lact_lact_AI06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/761/115/GCA_000761115.1_ASM76111v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. cremoris A76	genomes/Bacteria/Lact_lact_cremoris_A76/	Lact_lact_cremoris_A76	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/475/GCA_000236475.1_ASM23647v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. cremoris KW2	genomes/Bacteria/Lact_lact_cremoris_KW2/	Lact_lact_cremoris_KW2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/955/GCA_000468955.1_ASM46895v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. cremoris MG1363	genomes/Bacteria/Lact_lact_cremoris_MG1363/	Lact_lact_cremoris_MG1363	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/425/GCA_000009425.1_ASM942v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. cremoris NZ9000	genomes/Bacteria/Lact_lact_cremoris_NZ9000/	Lact_lact_cremoris_NZ9000	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/205/GCA_000143205.1_ASM14320v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. cremoris SK11	genomes/Bacteria/Lact_lact_cremoris_SK11/	Lact_lact_cremoris_SK11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/545/GCA_000014545.1_ASM1454v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. cremoris UC509.9	genomes/Bacteria/Lact_lact_cremoris_UC509_9/	Lact_lact_cremoris_UC509_9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/685/GCA_000312685.1_ASM31268v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. lactis CV56	genomes/Bacteria/Lact_lact_lactis_CV56/	Lact_lact_lactis_CV56	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/705/GCA_000192705.1_ASM19270v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. lactis Il1403 IL1403	genomes/Bacteria/Lact_lact_lactis_Il1403_IL1403/	Lact_lact_lactis_Il1403_IL1403	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/865/GCA_000006865.1_ASM686v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. lactis IO-1	genomes/Bacteria/Lact_lact_lactis_IO_1/	Lact_lact_lactis_IO_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/575/GCA_000344575.1_ASM34457v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. lactis KF147	genomes/Bacteria/Lact_lact_lactis_KF147/	Lact_lact_lactis_KF147	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/045/GCA_000025045.1_ASM2504v1	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. lactis KLDS 4.0325	genomes/Bacteria/Lact_lact_lactis_KLDS_4_0325/	Lact_lact_lactis_KLDS_4_0325	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/479/375/GCA_000479375.2_ASM47937v2	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. lactis NCDO 2118	genomes/Bacteria/Lact_lact_lactis_NCDO_2118/	Lact_lact_lactis_NCDO_2118	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/255/GCA_000478255.2_ASM47825v2	none
Bacteria	Firmicutes	Bacilli	Lactococcus lactis subsp. lactis S0	genomes/Bacteria/Lact_lact_lactis_S0/	Lact_lact_lactis_S0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/375/GCA_000807375.1_ASM80737v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Laribacter hongkongensis HLHK9	genomes/Bacteria/Lari_hong_HLHK9/	Lari_hong_HLHK9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/025/GCA_000021025.1_ASM2102v1	none
Bacteria	Proteobacteria	Deltaproteobacteria	Lawsonia intracellularis N343	genomes/Bacteria/Laws_intr_N343/	Laws_intr_N343	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/715/GCA_000331715.1_ASM33171v1	none
Bacteria	Proteobacteria	Deltaproteobacteria	Lawsonia intracellularis PHE/MN1-00	genomes/Bacteria/Laws_intr_PHE_MN1_00/	Laws_intr_PHE_MN1_00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/055/945/GCA_000055945.1_ASM5594v1	none
Bacteria	Bacteroidetes	Cytophagia	Leadbetterella byssophila DSM 17132	genomes/Bacteria/Lead_byss_DSM_17132/	Lead_byss_DSM_17132	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/395/GCA_000166395.1_ASM16639v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella fallonii LLAP-10	genomes/Bacteria/Legi_fall_LLAP_10/	Legi_fall_LLAP_10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/135/GCA_000953135.1_LFA	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella hackeliae ATCC35250	genomes/Bacteria/Legi_hack_ATCC35250/	Legi_hack_ATCC35250	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/655/GCA_000953655.1_LHA	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella longbeachae NSW150	genomes/Bacteria/Legi_long_NSW150/	Legi_long_NSW150	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/785/GCA_000091785.1_ASM9178v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella oakridgensis ATCC 33761 DSM 21215 OR-10	genomes/Bacteria/Legi_oakr_ATCC_33761_DSM_21215_OR_10/	Legi_oakr_ATCC_33761_DSM_21215_OR_10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/355/GCA_000512355.1_ASM51235v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila 2300/99 Alcoy	genomes/Bacteria/Legi_pneu_2300_99_Alcoy/	Legi_pneu_2300_99_Alcoy	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/625/GCA_000092625.1_ASM9262v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila str. Corby	genomes/Bacteria/Legi_pneu_Corby/	Legi_pneu_Corby	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/545/GCA_000092545.1_ASM9254v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila str. Lens	genomes/Bacteria/Legi_pneu_Lens/	Legi_pneu_Lens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/048/665/GCA_000048665.1_ASM4866v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila str. Paris	genomes/Bacteria/Legi_pneu_Paris/	Legi_pneu_Paris	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/048/645/GCA_000048645.1_ASM4864v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila subsp. pneumophila ATCC 43290	genomes/Bacteria/Legi_pneu_pneumophila_ATCC_43290/	Legi_pneu_pneumophila_ATCC_43290	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/175/GCA_000239175.1_ASM23917v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila subsp. pneumophila HL06041035	genomes/Bacteria/Legi_pneu_pneumophila_HL06041035/	Legi_pneu_pneumophila_HL06041035	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/845/GCA_000306845.1_ASM30684v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila subsp. pneumophila Lorraine	genomes/Bacteria/Legi_pneu_pneumophila_Lorraine/	Legi_pneu_pneumophila_Lorraine	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/865/GCA_000306865.1_ASM30686v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila subsp. pneumophila LPE509	genomes/Bacteria/Legi_pneu_pneumophila_LPE509/	Legi_pneu_pneumophila_LPE509	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/615/GCA_000347615.1_ASM34761v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila subsp. pneumophila str. Hextuple 2q Philadelphia 1 substr. Lp02	genomes/Bacteria/Legi_pneu_pneumophila_Hextuple_2q_Philadelphia_1_Lp02/	Legi_pneu_pneumophila_Hextuple_2q_Philadelphia_1_Lp02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/025/GCA_000277025.1_ASM27702v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila subsp. pneumophila str. Hextuple 3a Philadelphia 1 substr. Lp02	genomes/Bacteria/Legi_pneu_pneumophila_Hextuple_3a_Philadelphia_1_Lp02/	Legi_pneu_pneumophila_Hextuple_3a_Philadelphia_1_Lp02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/065/GCA_000277065.1_ASM27706v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	genomes/Bacteria/Legi_pneu_pneumophila_Philadelphia_1/	Legi_pneu_pneumophila_Philadelphia_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/485/GCA_000008485.1_ASM848v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Legionella pneumophila subsp. pneumophila str. Thunder Bay	genomes/Bacteria/Legi_pneu_pneumophila_Thunder_Bay/	Legi_pneu_pneumophila_Thunder_Bay	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/245/GCA_000404245.1_ASM40424v1	none
Bacteria	Actinobacteria	Actinobacteridae	Leifsonia xyli subsp. cynodontis DSM 46306	genomes/Bacteria/Leif_xyli_cynodontis_DSM_46306/	Leif_xyli_cynodontis_DSM_46306	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/775/GCA_000470775.1_ASM47077v1	none
Bacteria	Actinobacteria	Actinobacteridae	Leifsonia xyli subsp. xyli str. CTCB07	genomes/Bacteria/Leif_xyli_xyli_CTCB07/	Leif_xyli_xyli_CTCB07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/665/GCA_000007665.1_ASM766v1	none
Bacteria	Proteobacteria	Alphaproteobacteria	Leisingera methylohalidivorans DSM 14336 MB2	genomes/Bacteria/Leis_meth_DSM_14336_MB2/	Leis_meth_DSM_14336_MB2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/355/GCA_000511355.1_ASM51135v1	none
Bacteria	Cyanobacteria	Oscillatoriophycideae	Leptolyngbya sp. PCC 7376	genomes/Bacteria/Lept_PCC_7376/	Lept_PCC_7376	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/605/GCA_000316605.1_ASM31660v1	none
Bacteria	Spirochaetes	Spirochaetales	Leptospira biflexa serovar Patoc strain Patoc 1 Ames	genomes/Bacteria/Lept_bifl_serovar_Patoc_strain_Patoc_1_Ames/	Lept_bifl_serovar_Patoc_strain_Patoc_1_Ames	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/605/GCA_000017605.1_ASM1760v1	none
Bacteria	Spirochaetes	Spirochaetales	Leptospira biflexa serovar Patoc strain Patoc 1 Paris	genomes/Bacteria/Lept_bifl_serovar_Patoc_strain_Patoc_1_Paris/	Lept_bifl_serovar_Patoc_strain_Patoc_1_Paris	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/685/GCA_000017685.1_ASM1768v1	none
Bacteria	Spirochaetes	Spirochaetales	Leptospira borgpetersenii serovar Hardjo-bovis str. JB197	genomes/Bacteria/Lept_borg_serovar_Hardjo_bovis_JB197/	Lept_borg_serovar_Hardjo_bovis_JB197	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/965/GCA_000013965.1_ASM1396v1	none
Bacteria	Spirochaetes	Spirochaetales	Leptospira borgpetersenii serovar Hardjo-bovis str. L550	genomes/Bacteria/Lept_borg_serovar_Hardjo_bovis_L550/	Lept_borg_serovar_Hardjo_bovis_L550	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/945/GCA_000013945.1_ASM1394v1	none
Bacteria	Spirochaetes	Spirochaetales	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	genomes/Bacteria/Lept_inte_serovar_Copenhageni_Fiocruz_L1_130/	Lept_inte_serovar_Copenhageni_Fiocruz_L1_130	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/685/GCA_000007685.1_ASM768v1	none
Bacteria	Spirochaetes	Spirochaetales	Leptospira interrogans serovar Lai str. 56601	genomes/Bacteria/Lept_inte_serovar_Lai_56601/	Lept_inte_serovar_Lai_56601	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/565/GCA_000092565.1_ASM9256v1	none
Bacteria	Spirochaetes	Spirochaetales	Leptospira interrogans serovar Lai str. IPAV	genomes/Bacteria/Lept_inte_serovar_Lai_IPAV/	Lept_inte_serovar_Lai_IPAV	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/175/GCA_000231175.1_ASM23117v1	none
Bacteria	Spirochaetes	Spirochaetales	Leptospira interrogans serovar Linhai str. 56609	genomes/Bacteria/Lept_inte_serovar_Linhai_56609/	Lept_inte_serovar_Linhai_56609	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/941/035/GCA_000941035.1_ASM94103v1	none
Bacteria	Nitrospirae	Nitrospirales	Leptospirillum ferriphilum ML-04	genomes/Bacteria/Lept_ferr_ML_04/	Lept_ferr_ML_04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/235/GCA_000299235.1_ASM29923v1	none
Bacteria	Nitrospirae	Nitrospirales	Leptospirillum ferriphilum YSK	genomes/Bacteria/Lept_ferr_YSK/	Lept_ferr_YSK	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/975/GCA_000695975.1_ASM69597v1	none
Bacteria	Nitrospirae	Nitrospirales	Leptospirillum ferrooxidans C2-3	genomes/Bacteria/Lept_ferr_C2_3/	Lept_ferr_C2_3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/315/GCA_000284315.1_ASM28431v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Leptothrix cholodnii SP-6	genomes/Bacteria/Lept_chol_SP_6/	Lept_chol_SP_6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/785/GCA_000019785.1_ASM1978v1	none
